time,stage,physical_stage,temperature,melted_fraction,mass_mg,mass_mgo,mass_c,radius,oxide_thickness,flame_radius,flame_temperature
0.0171,heating_and_melting,Preheating,394.785431368741,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0172,heating_and_melting,Preheating,395.334327540213,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0173,heating_and_melting,Preheating,395.883158745394,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0174,heating_and_melting,Preheating,396.431924942107,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0175,heating_and_melting,Preheating,396.980626088059,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0176,heating_and_melting,Preheating,397.529262140839,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0177,heating_and_melting,Preheating,398.077833057918,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0178,heating_and_melting,Preheating,398.626338796649,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0179,heating_and_melting,Preheating,399.174779314269,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.018,heating_and_melting,Preheating,399.723154567897,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0181,heating_and_melting,Preheating,400.271464514535,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0182,heating_and_melting,Preheating,400.819709111067,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0183,heating_and_melting,Preheating,401.36788831426,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0184,heating_and_melting,Preheating,401.916002080762,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0185,heating_and_melting,Preheating,402.464050367107,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0186,heating_and_melting,Preheating,403.012033129708,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0187,heating_and_melting,Preheating,403.559950324863,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0188,heating_and_melting,Preheating,404.107801908751,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0189,heating_and_melting,Preheating,404.655587837435,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.019,heating_and_melting,Preheating,405.203308066859,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0191,heating_and_melting,Preheating,405.750962552851,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0192,heating_and_melting,Preheating,406.298551251122,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0193,heating_and_melting,Preheating,406.846074117263,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0194,heating_and_melting,Preheating,407.393531106749,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0195,heating_and_melting,Preheating,407.94092217494,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0196,heating_and_melting,Preheating,408.488247277074,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0197,heating_and_melting,Preheating,409.035506368276,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0198,heating_and_melting,Preheating,409.582699403549,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.0199,heating_and_melting,Preheating,410.129826337784,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
0.02,heating_and_melting,Preheating,410.67688712575,0,1.1388273369263e-10,0,0,2.5e-05,0,NaN,NaN
